0.00280809,-0.00279201,0.0056
0.00847234,-0.00832792,0.0168
0.0170888,-0.0165094,0.0336
0.0288005,-0.027184,0.056
0.0416317,-0.0383138,0.08
0.0547602,-0.0491099,0.104
0.0681949,-0.0595514,0.128
0.0819466,-0.0696136,0.152
0.0960273,-0.0792674,0.176
0.110449,-0.0884803,0.2
0.125222,-0.0972164,0.224
0.140354,-0.105437,0.248
0.15585,-0.113104,0.272
0.171708,-0.120178,0.296
0.187922,-0.12662,0.32
0.204479,-0.132396,0.344
0.221361,-0.137475,0.368
0.238543,-0.141832,0.392
0.255993,-0.145446,0.416
0.273675,-0.148303,0.44
0.291551,-0.150399,0.464
0.309574,-0.151733,0.488
0.327701,-0.152314,0.512
0.345882,-0.152158,0.536
0.364071,-0.151284,0.56
0.382219,-0.149722,0.584
0.400282,-0.147503,0.608
0.418216,-0.144663,0.632
0.435983,-0.141241,0.656
0.453548,-0.137275,0.68
0.470882,-0.132804,0.704
0.487962,-0.127862,0.728
0.504772,-0.122477,0.752
0.521301,-0.116671,0.776
0.537546,-0.110454,0.8
0.553509,-0.103826,0.824
0.569194,-0.0967755,0.848
0.584608,-0.0892822,0.872
0.599757,-0.0813204,0.896
0.615138,-0.071393,0.92
0.629538,-0.0629709,0.944
0.643734,-0.053772,0.968
0.657662,-0.04392,0.992
0.671268,-0.0335059,1.016
0.684492,-0.0226056,1.04
0.697275,-0.0112916,1.064
0.709553,0.000360616,1.088
0.721264,0.01227,1.112
0.732349,0.0243506,1.136
0.742759,0.0365144,1.16
0.752456,0.0486755,1.184
0.761417,0.0607535,1.208
0.769633,0.072677,1.232
0.777109,0.0843861,1.256
0.783861,0.0958331,1.28
0.789918,0.106983,1.304
0.795313,0.117814,1.328
0.800088,0.128315,1.352
0.804286,0.138486,1.376
0.807955,0.148336,1.4
0.811141,0.157885,1.424
0.81389,0.167156,1.448
0.816248,0.176183,1.472
0.818257,0.185004,1.496
0.819957,0.193662,1.52
0.821386,0.202204,1.544
0.822575,0.210683,1.568
0.823555,0.219152,1.592
0.824346,0.227667,1.616
0.824968,0.236283,1.64
0.825431,0.245052,1.664
0.825736,0.254016,1.688
0.825876,0.263207,1.712
0.825836,0.272635,1.736
0.825591,0.282284,1.76
0.825108,0.29211,1.784
0.824353,0.30204,1.808
0.823298,0.311987,1.832
0.821922,0.321869,1.856
0.819646,0.331657,1.88
0.819784,0.339114,1.8984
0.818287,0.34871,1.9224
0.815554,0.358087,1.9464
0.81253,0.367279,1.9704
0.809227,0.376237,1.9944
0.805662,0.384902,2.0184
0.801859,0.393215,2.0424
0.797844,0.401116,2.0664
0.793648,0.408555,2.0904
0.789305,0.41549,2.1144
0.784842,0.421922,2.1384
0.780286,0.427858,2.1624
0.775661,0.433302,2.1864
0.770987,0.438265,2.2104
0.766282,0.442762,2.2344
0.761562,0.446814,2.2584
0.756837,0.450445,2.2824
0.752117,0.453682,2.3064
0.747409,0.456552,2.3304
0.742716,0.459084,2.3544
0.73804,0.461307,2.3784
0.733379,0.46325,2.4024
0.728733,0.464941,2.4264
0.724096,0.46641,2.4504
0.719462,0.467683,2.4744
0.714824,0.468788,2.4984
0.710171,0.469751,2.5224
0.705494,0.470596,2.5464
0.700781,0.471346,2.5704
0.69602,0.472022,2.5944
0.691198,0.47264,2.6184
0.686305,0.473212,2.6424
0.681333,0.473746,2.6664
0.676277,0.474239,2.6904
0.671138,0.474682,2.7144
0.665925,0.475058,2.7384
0.660649,0.475344,2.7624
0.65533,0.475514,2.7864
0.649986,0.475544,2.8104
0.644544,0.475335,2.8344
0.640798,0.475473,2.8528
0.635685,0.475301,2.8768
0.63042,0.474831,2.9008
0.625061,0.474136,2.9248
0.619623,0.473254,2.9488
0.614091,0.472206,2.9728
0.60843,0.471003,2.9968
0.602592,0.469648,3.0208
0.596511,0.468142,3.0448
0.590109,0.466476,3.0688
0.58329,0.46464,3.0928
0.575936,0.462612,3.1168
0.567906,0.460366,3.1408
0.559171,0.457869,-3.11839
0.549685,0.455086,-3.09439
0.53936,0.45197,-3.07039
0.528231,0.448504,-3.04663
0.516937,0.444869,-3.02448
0.505504,0.441068,-3.00379
0.493968,0.437101,-2.98441
0.482376,0.432967,-2.96619
0.470784,0.428666,-2.94892
0.459252,0.424192,-2.93242
0.447847,0.419542,-2.91648
0.436634,0.414711,-2.90089
0.42568,0.409692,-2.88547
0.415044,0.40448,-2.87002
0.404783,0.39907,-2.8544
0.394939,0.393461,-2.83848
0.385546,0.387652,-2.82215
0.376621,0.381647,-2.80536
0.368168,0.375454,-2.78809
0.360172,0.369084,-2.77037
0.352605,0.362551,-2.75225
0.345421,0.355875,-2.73385
0.338565,0.349074,-2.71527
0.331974,0.342169,-2.69666
0.325587,0.335177,-2.67814
0.31935,0.328115,-2.65984
0.310921,0.318605,-2.63593
0.304911,0.311243,-2.61762
0.298943,0.303785,-2.59966
0.293104,0.296275,-2.58196
0.287364,0.288715,-2.56461
0.281689,0.281108,-2.54768
0.276033,0.273457,-2.5313
0.270348,0.265763,-2.5156
0.264579,0.258028,-2.5007
0.258669,0.250256,-2.48675
0.252561,0.242448,-2.47387
0.246202,0.234609,-2.4622
0.23954,0.226742,-2.45183
0.232533,0.218852,-2.44283
0.225146,0.210948,-2.43527
0.217354,0.203038,-2.42915
0.209146,0.195132,-2.42447
0.200523,0.187242,-2.42117
0.191499,0.179379,-2.41917
0.182103,0.171554,-2.41834
0.172378,0.163778,-2.41853
0.162376,0.156057,-2.41957
0.152164,0.148394,-2.42126
0.141814,0.14079,-2.42339
0.131405,0.133238,-2.42573
0.12102,0.125729,-2.42806
0.11074,0.118247,-2.43017
