9, 1, 40
1,0,1,0.270598,0.270598,0.653281,0.653281
0.766044,0.492404,1,0.157805,0.324676,0.796451,0.485127
0.173648,0.17101,1,0.102698,0.0605989,0.963297,-0.240498
-0.5,-0.433013,1,-0.270925,-0.0978316,0.89378,-0.343781
-0.939693,-0.321394,1,-0.327538,-0.194807,0.904798,0.190025
-0.939693,0.321394,1,-0.334149,-0.183236,0.623173,0.682953
-0.5,0.433013,1,-0.22184,-0.183734,0.157627,0.944554
0.173648,-0.17101,1,0.047854,0.109221,-0.354213,0.927531
0.766044,-0.492404,1,0.118938,0.340839,-0.217635,0.906817
0.766663,0.491661,1.00004,0.158014,0.324599,0.796243,0.485453
0.768474,0.489478,1.00014,0.158628,0.324371,0.79563,0.486409
0.771406,0.48592,1.00031,0.159625,0.324,0.79463,0.487962
0.77538,0.481046,1.00054,0.160983,0.323492,0.793261,0.490076
0.780315,0.474915,1.00081,0.162681,0.322851,0.791539,0.492715
0.786125,0.46758,1.00112,0.164697,0.322084,0.789477,0.495845
0.792721,0.459093,1.00147,0.167008,0.321196,0.787091,0.499429
0.800012,0.449508,1.00184,0.169593,0.320192,0.784394,0.503429
0.807908,0.438876,1.00221,0.172429,0.319076,0.781401,0.50781
0.816317,0.427252,1.0026,0.175495,0.317853,0.778126,0.512534
0.825147,0.41469,1.00298,0.178766,0.31653,0.774583,0.517564
0.834309,0.401249,1.00334,0.182223,0.31511,0.770787,0.522865
0.843715,0.386989,1.00368,0.185841,0.3136,0.766754,0.5284
0.85328,0.371974,1.004,0.189599,0.312006,0.762501,0.534132
0.862923,0.356271,1.00428,0.193476,0.310333,0.758044,0.540028
0.872565,0.339951,1.00451,0.197449,0.30859,0.753402,0.546051
0.882135,0.32309,1.00471,0.201496,0.306782,0.748595,0.552168
0.891563,0.305765,1.00485,0.205598,0.304917,0.743643,0.558346
0.900787,0.288059,1.00494,0.209731,0.303004,0.738568,0.564552
0.90975,0.270059,1.00498,0.213877,0.301052,0.733392,0.570754
0.918402,0.251854,1.00496,0.218014,0.299068,0.728141,0.576921
0.926699,0.233537,1.00489,0.222122,0.297064,0.72284,0.583024
0.934602,0.215204,1.00478,0.226182,0.295048,0.717515,0.589034
0.942081,0.196953,1.00461,0.230174,0.293032,0.712194,0.594922
0.949112,0.178885,1.00439,0.23408,0.291027,0.706906,0.600662
0.955675,0.161102,1.00414,0.23788,0.289044,0.701681,0.606227
0.961759,0.143709,1.00385,0.241557,0.287094,0.696549,0.611593
0.967359,0.126809,1.00352,0.245094,0.285191,0.691544,0.616735
0.972473,0.11051,1.00318,0.248471,0.283347,0.686697,0.62163
0.977105,0.0949171,1.00282,0.251673,0.281574,0.682041,0.626256
0.981265,0.0801365,1.00245,0.254683,0.279887,0.677611,0.63059
0.984964,0.0662745,1.00208,0.257484,0.278297,0.67344,0.634611
0.988216,0.0534366,1.00172,0.260059,0.276818,0.669564,0.638298
0.991039,0.041728,1.00137,0.262393,0.275464,0.666018,0.641631
0.993449,0.0312527,1.00104,0.264469,0.274249,0.662834,0.644588
0.995464,0.022114,1.00075,0.266271,0.273185,0.66005,0.64715
0.997097,0.0144139,1.00049,0.267783,0.272286,0.657698,0.649296
0.998363,0.00825352,1.00029,0.268989,0.271566,0.655813,0.651004
0.999268,0.00373247,1.00013,0.269871,0.271036,0.654427,0.652253
0.999815,0.000949036,1.00003,0.270413,0.270709,0.653573,0.65302
0.164009,0.164494,1.00185,0.0989023,0.0589729,0.963169,-0.242994
0.156205,0.161092,1.00405,0.0958254,0.0586635,0.963584,-0.242654
0.15011,0.160783,1.0066,0.0934332,0.0596265,0.964517,-0.239628
0.145654,0.1635,1.0095,0.0916899,0.0618095,0.965915,-0.234055
0.142814,0.169134,1.01271,0.0905589,0.0651537,0.967702,-0.226069
0.141609,0.177545,1.01616,0.0900028,0.069594,0.969787,-0.215797
0.14209,0.188555,1.01977,0.0899836,0.0750598,0.972066,-0.203365
0.14433,0.201956,1.02343,0.0904627,0.0814756,0.974421,-0.188895
0.148414,0.217511,1.02704,0.0914009,0.0887614,0.976733,-0.172509
0.154433,0.234951,1.03051,0.0927584,0.0968334,0.978877,-0.154334
0.162471,0.253984,1.03371,0.0944949,0.105604,0.980729,-0.134497
0.172601,0.274295,1.03656,0.0965696,0.114984,0.982168,-0.113129
0.184875,0.295549,1.03896,0.0989413,0.124881,0.983081,-0.0903695
0.199316,0.317398,1.04085,0.101568,0.135202,0.983362,-0.06636
0.215916,0.33949,1.04217,0.104409,0.145854,0.982916,-0.0412491
0.23463,0.36147,1.0429,0.107422,0.156742,0.981663,-0.0151911
0.255375,0.382995,1.043,0.110567,0.167775,0.979536,0.0116547
0.278026,0.403734,1.0425,0.113803,0.178864,0.976486,0.0391246
0.302421,0.423385,1.04142,0.117091,0.189921,0.972483,0.0670509
0.328359,0.441674,1.0398,0.120394,0.200865,0.967514,0.0952638
0.355608,0.458368,1.03771,0.123677,0.211617,0.961586,0.123592
0.383907,0.473278,1.03522,0.126906,0.222106,0.954726,0.151864
0.412973,0.486263,1.03242,0.130051,0.232265,0.94698,0.17991
0.442508,0.497236,1.02939,0.133086,0.242037,0.938416,0.207563
0.472204,0.50616,1.02624,0.135986,0.251369,0.929116,0.23466
0.501755,0.513052,1.02304,0.138732,0.260218,0.919182,0.261043
0.530859,0.517981,1.01989,0.141307,0.268547,0.908734,0.286562
0.559224,0.52106,1.01686,0.143698,0.276329,0.897902,0.311073
0.586577,0.522446,1.01401,0.145897,0.283541,0.886832,0.334438
0.612666,0.522333,1.0114,0.147899,0.290169,0.87568,0.35653
0.637261,0.520941,1.00906,0.149701,0.296205,0.864611,0.377228
0.660158,0.518515,1.00701,0.151306,0.301646,0.853796,0.39642
